stock,enddate,current_ratio,debt_to_equity,roe,totalassets,cash,inventory,netreceivables,longtermdebt,debt_to_assets,cash_to_assets,inventory_to_assets,receivables_to_assets
AAOI,2018-12-31,2.509429331679971,0.1833154053249223,-0.0065209332288039,466840000,55646000,93256000,30534000,60328000,0.12922628737897351,0.11919715534230144,0.19976008910975923,0.0654057064518893
AAOI,2019-12-31,2.11049203656067,0.3418372937317837,-0.2412361118212963,466825000,59977000,85028000,34655000,93593000,0.20048840571948803,0.12847855191988433,0.1821410592834574,0.07423552723183206
AAON,2016-12-31,3.611008657343374,0.0,0.2592351552710565,256530000,24153000,47352000,49265000,0,0.0,0.09415273067477488,0.18458659805870659,0.19204381553814368
AAON,2017-12-31,3.070548287226605,0.0,0.2269144191614747,296780000,21457000,70786000,52009000,0,0.0,0.07229934631713728,0.23851337691219085,0.17524428869869937
AAON,2018-12-31,2.961782232422985,0.0,0.1696940784066901,307994000,1994000,77612000,60006000,0,0.0,0.006474152093871958,0.2519919219205569,0.19482847068449385
AAON,2019-12-31,3.347415577925323,0.0,0.1851209760805128,371424000,26797000,73601000,68200000,0,0.0,0.07214665718962696,0.1981589773412596,0.18361764452485568
AAP,2016-12-31,1.4071543174378125,0.3576407177579528,0.157610335670628,8315033000,135178000,4325868000,641252000,1042949000,0.12542932782106817,0.016257061156582302,0.5202466424366566,0.07711959772138006
AAP,2017-12-30,1.559408257873272,0.3057883061469971,0.1392321260624573,8482301000,546937000,4168492000,606357000,1044327000,0.12311836139745572,0.06447979150940293,0.4914341049675082,0.07148496616660975
AAP,2018-12-29,1.5652424760997954,0.2945015690772789,0.1193661845892757,9040648000,896527000,4362547000,624972000,1045720000,0.11566869985425823,0.09916623233201868,0.48254804301638554,0.06912911552357752
AAP,2019-12-28,1.2719790195953191,0.2105671862659657,0.1371893174599283,11248525000,418665000,4432168000,689469000,747320000,0.06643715509366784,0.037219546562771565,0.3940221495707215,0.06129416968002471
AAT,2016-12-31,3.8521650566340546,1.3125676296636677,0.0402504582758944,1986933000,44801000,0,47782000,1062597000,0.5347925672380498,0.02254781615686085,0.0,0.02404811838144517
AAT,2017-12-31,3.98833696708608,1.5893176284319488,0.0348766357606361,2259864000,82610000,0,48842000,1325030000,0.5863317438571525,0.03655529713292481,0.0,0.021612805018355087
AAT,2018-12-31,2.554080144156513,1.6084806912277687,0.0245162688345992,2198250000,47956000,0,49104000,1291573000,0.5875460025019902,0.021815535084726487,0.0,0.022337768679631526
AAT,2019-12-31,2.7470074850753052,1.0342936425969067,0.0347951963480189,2790333000,99303000,0,64187000,1358976000,0.4870300426508234,0.03558822549136608,0.0,0.023003347629118102
AAWW,2016-12-31,0.633552615282265,1.0984124829141562,0.0273610757787651,4247379000,123890000,24200000,166486000,1666663000,0.39239799415121657,0.0291685766681052,0.005697631409864766,0.03919734970672502
AAWW,2017-12-31,0.7955445196020557,1.1224288434376843,0.1248552956215472,4955462000,280809000,6900000,194478000,2008986000,0.4054084160064188,0.056666563077267064,0.0013924029686838482,0.0392451803686518
AAWW,2018-12-31,0.7702159506831692,1.0662685617351173,0.1308373840163562,5534792000,221501000,16400000,269320000,2205005000,0.3983898581915996,0.040019751419746216,0.0029630743124583543,0.04865946181898073
AAWW,2019-12-31,0.5754665827239297,1.0910054185435718,-0.1635511854563634,5385641000,103029000,17900000,290119000,1955277000,0.3630537200678619,0.019130313364741542,0.003323652653416743,0.053868982355117986
AAXN,2016-12-31,2.2710567793026564,0.0,0.1146346959334075,278163000,40651000,34841000,39466000,0,0.0,0.146140931755841,0.12525389789440006,0.1418808396515712
AAXN,2017-12-31,1.9008059286706809,0.0,0.0310969637610186,338112000,75105000,45465000,56064000,0,0.0,0.22213053662691654,0.13446727711527542,0.16581487791027824
AAXN,2018-12-31,3.362156724554397,0.0,0.0624941154316919,719540000,349462000,33763000,144539000,0,0.0,0.4856741807265753,0.04692303416071379,0.20087694916196458
AAXN,2019-12-31,3.165637176196271,0.0,0.0016228300168354,845639000,172250000,38845000,194596000,0,0.0,0.20369211921399083,0.04593567704422336,0.23011710670865465
AB,2016-12-31,0.0,0.0,0.140650397528653,1540508000,0,0,0,0,0.0,0.0,0.0,0.0
AB,2017-12-31,0.0,0.0,0.1343798386835541,1544704000,0,0,0,0,0.0,0.0,0.0,0.0
AB,2018-12-31,0.0,0.0,0.1626763271472165,1490701000,0,0,0,0,0.0,0.0,0.0,0.0
AB,2019-12-31,0.0,0.0,0.1536600070336442,1554264000,0,0,0,0,0.0,0.0,0.0,0.0
ABB,2016-12-31,1.3896626840055448,0.4262038073908175,0.1417693169092945,39202000000,3644000000,4347000000,9696000000,5709000000,0.1456303249834192,0.09295444109994389,0.1108871996326718,0.24733431967756747
ABB,2019-12-31,1.3055363663278396,0.4892799053674405,0.106387697767263,46108000000,3544000000,4184000000,7459000000,6618000000,0.1435325756918539,0.07686301726381539,0.09074347184870304,0.16177236054480784
ABC,2017-09-30,0.906225276785343,1.8317463977280268,0.1765516519808318,35316470000,2435115000,11461428000,10303324000,3781569000,0.10707664157827779,0.06895125701974178,0.3245349266220548,0.29174274778877957
ABC,2018-09-30,0.9291231724274478,1.5380493340207255,0.565463525939504,37669838000,2492516000,11918508000,11314226000,4510828000,0.1197464135630209,0.06616742020499265,0.3163939276829383,0.3003523933392015
ABC,2019-09-30,0.9510082283756756,1.5125125177280203,0.2971134631529842,39171980000,3374194000,11060254000,12386879000,4354398000,0.11116103908967584,0.08613794860509986,0.2823511601915451,0.3162178424475863
ABCB,2016-12-31,0.0546021345740011,0.1921161690930438,0.1115344573407772,6892031000,160585000,23414000,0,124191000,0.01801950687685531,0.023300098330956434,0.0033972569188966215,0.0
ABCB,2017-12-31,0.0802838301703127,0.2002588010376902,0.0914231446687856,7856203000,286558000,17475000,0,161104000,0.02050659841656332,0.03647538130061049,0.0022243569826288856,0.0
ABCB,2018-12-31,0.0848678182492786,0.1640591150323377,0.0831031340745028,11443515000,618327000,16753000,0,238927000,0.02087881214819048,0.05403296102639792,0.0014639732634596976,0.0
ABCB,2019-12-31,0.151828524292947,0.1624845824111125,0.0653717916635284,18242579000,512149000,19500000,0,401269000,0.021996286818875773,0.028074374790976648,0.0010689278089463117,0.0
ABEO,2016-12-31,8.368008678881388,0.0,-0.220720902540919,111058000,69142000,0,0,0,0.0,0.6225755911325613,0.0,0.0
ABEO,2017-12-31,25.07437132156233,0.0,-0.1606074145492598,178766000,137750000,0,0,0,0.0,0.7705603973910028,0.0,0.0
ABEO,2018-12-31,4.36528446497003,0.0,-0.4227759334551829,174399000,18750000,0,0,0,0.0,0.10751208435828187,0.0,0.0
ABEO,2019-12-31,3.420841838712178,0.0,-0.4275177940929216,223382000,129258000,0,0,0,0.0,0.5786410722439588,0.0,0.0
ABG,2016-12-31,1.2059009865146166,3.2681444404719344,0.5977833392920987,2336100000,3400000,894900000,138400000,914100000,0.39129318094259663,0.0014554171482385172,0.3830743546937203,0.05924403921065023
ABG,2017-12-31,1.2304857304857304,2.1818873668188736,0.3528665651953323,2356700000,4700000,826000000,128500000,860100000,0.3649594772351169,0.0019943140832520048,0.35049009207790555,0.05452539568040056
ABG,2018-12-31,1.1915905777641371,1.8245984784446323,0.3550295857988165,2695400000,8300000,1067600000,145000000,863400000,0.3203235141351933,0.003079320323514135,0.39608221414261335,0.053795355049343324
ABG,2019-12-31,1.285164394546913,1.3832585486616122,0.2853164165248337,2911300000,3500000,985000000,153300000,894000000,0.3070793116477175,0.0012022120702091848,0.3383368254731563,0.0526568886751623
ABIO,2016-12-31,8.95033388981636,0.0,-0.740920969631432,24629000,7401000,0,0,0,0.0,0.30049941126314506,0.0,0.0
ABIO,2017-12-31,5.941545893719807,0.0,-1.799513381995134,12365000,8702000,0,0,0,0.0,0.7037606146380913,0.0,0.0
ABIO,2018-12-31,8.546027742749054,0.0,-1.3151525198938991,6825000,6608000,0,0,0,0.0,0.968205128205128,0.0,0.0
ABIO,2019-12-31,9.157667386609072,0.0,-0.7203679369250986,8536000,8363000,0,0,0,0.0,0.9797328959700091,0.0,0.0
ABM,2016-10-31,1.6610254691689008,0.2754620123203285,0.0587268993839835,2278800000,53500000,0,803700000,268300000,0.1177374056520976,0.023477268737932246,0.0,0.35268562401263825
ABM,2017-10-31,1.630377408287147,0.8441520680380897,0.0027622301373846,3812600000,62800000,0,1038100000,1161300000,0.30459528930388713,0.016471699102974347,0.0,0.2722813827834024
ABM,2018-10-31,1.477602523659306,0.6201017461845181,0.0672349786882991,3627500000,39100000,0,1014100000,902000000,0.24865609924190213,0.010778773259820813,0.0,0.27955892487939354
ABM,2019-10-31,1.4133421985815602,0.4920881971465629,0.0826199740596627,3692600000,58500000,0,1085800000,758800000,0.2054920652115041,0.015842495802415642,0.0,0.29404755456859666
ABMD,2017-03-31,4.696525273999167,0.0,0.1152827763780468,550414000,39040000,34931000,54055000,0,0.0,0.07092842841933526,0.06346313865563012,0.09820789442129016
ABMD,2018-03-31,5.836789400344819,0.0,0.1626774412493256,786375000,42975000,50204000,70010000,0,0.0,0.05464949928469242,0.06384231441742172,0.08902877126053092
ABMD,2019-03-31,6.388771486254457,0.0,0.2764636189947592,1054346000,121021000,80942000,90809000,0,0.0,0.11478300292313909,0.07676986492100316,0.08612827288195715
ABMD,2020-03-31,4.821344353034841,0.0,0.1905354089196652,1216462000,192341000,90088000,84650000,0,0.0,0.15811509114135913,0.07405738938002174,0.06958704834183066
ABR,2016-12-31,5.431126533799524,3.3067401076697083,0.1011789812974621,2970786000,138645000,0,1629076000,1645543000,0.553908292283591,0.046669467272297635,0.0,0.5483653147685494
ABR,2017-12-31,7.341538734537854,3.672372702728111,0.1210406437556591,3625945000,104374000,0,2436923000,2226622000,0.6140804672988697,0.028785323550136584,0.0,0.6720794165383093
ABR,2018-12-31,7.89222430044545,3.6074682029846006,0.1438014436490364,4612175000,160063000,0,3019771000,2906667000,0.6302161127884349,0.03470445072010494,0.0,0.6547390331026034
ABR,2019-12-31,3.449723063681743,2.8915203874682796,0.117456801103817,6239160000,299687000,0,3949407000,3166530000,0.5075250514492335,0.04803322883208637,0.0,0.6330030004039006
ABT,2016-12-31,4.020420420420421,1.0069627032817217,0.0681663258350375,52666000000,18620000000,2434000000,3248000000,20681000000,0.3926821858504538,0.3535487790984696,0.04621577488322637,0.06167166672995861
ABT,2017-12-31,2.2606597845601435,0.8806680260219438,0.0154383920769006,76250000000,9407000000,3601000000,5249000000,27210000000,0.35685245901639345,0.12337049180327869,0.04722622950819672,0.06883934426229509
ABTX,2016-12-31,0.0817410402102575,1.0534206284821863,0.08166408760011,2450948000,142098000,1789000,0,294765000,0.12026570943161585,0.05797675022073092,0.000729921646644482,0.0
ABTX,2017-12-31,0.08799259815839,1.0793932185162856,0.0574584915190719,2860231000,182103000,570000,0,331228000,0.1158046325628944,0.06366723526875977,0.00019928460323659174,0.0
ABTX,2018-12-31,0.0781882102326982,0.3903246731077806,0.0530723316604645,4655249000,241247000,630000,0,274392000,0.05894249695343901,0.051822577052269385,0.0001353311068860119,0.0
ABTX,2019-12-31,0.090804000889261,0.2582209293316335,0.0746043261746951,4992654000,346248000,8337000,0,183302000,0.036714340709370206,0.06935149121088703,0.0016698533485396746,0.0
ABUS,2016-12-31,12.523760037789325,0.0,-1.8923868870224871,275919000,23413000,0,694000,0,0.0,0.08485461312921545,0.0,0.002515230919219046
ABUS,2017-12-31,8.844328980652218,0.0,-0.6361526229718222,237161000,54292000,0,870000,0,0.0,0.2289246545595608,0.0,0.0036683940445520133
ABUS,2018-12-31,11.498264970193077,0.0,-0.7700612702097223,227905000,36942000,0,1431000,0,0.0,0.1620938548956802,0.0,0.006278932011144995
ABUS,2019-12-31,11.986203372508944,0.0,2.381788320602408,105535000,31799000,0,1204000,0,0.0,0.30131236082816126,0.0,0.011408537452030132
ACA,2016-12-31,2.4994047619047617,0.0,0.0916679087792517,1526300000,14000000,263700000,132900000,0,0.0,0.009172508681124288,0.17277075280089105,0.08707331455152985
ACA,2017-12-31,2.462952326249282,0.0,0.0637119113573407,1602500000,6800000,246800000,165300000,0,0.0,0.004243369734789392,0.15400936037441498,0.10315132605304213
ACA,2018-12-31,3.1856801909307877,0.0,0.0449391510834075,2172200000,99400000,252500000,291400000,0,0.0,0.04576005892643403,0.11624159837952307,0.1341497099714575
ACA,2019-12-31,2.6661971830985913,0.0,0.0632819481680071,2302500000,240400000,283300000,200000000,0,0.0,0.10440825190010858,0.12304017372421282,0.08686210640608034
ACAD,2016-12-31,12.865962193260538,0.0,-0.5235093391151037,561153000,163620000,4175000,7140000,0,0.0,0.2915782326745112,0.007440038634739545,0.012723802599291102
ACAD,2017-12-31,7.617315929023047,0.0,-0.8631552261508866,384506000,69418000,5248000,18430000,0,0.0,0.18053814504845178,0.013648681685071233,0.04793163175607143
ACAD,2018-12-31,8.832468731637707,0.0,-0.5117986803846547,540202000,134758000,4070000,27789000,0,0.0,0.2494585358810223,0.007534218681160011,0.05144186804195468
ACAD,2019-12-31,10.160238419800605,0.0,-0.3365001036995716,783183000,189680000,6341000,37874000,0,0.0,0.24219116094195098,0.008096447445871527,0.0483590680594446
ACBI,2016-12-31,0.0962792622052624,0.162571050326354,0.0441121261419096,2727543000,154829000,1872000,0,49366000,0.018099073048527557,0.056765007921048355,0.0006863319845003361,0.0
ACBI,2017-12-31,0.309993487187201,0.160606306233282,-0.0120807327551268,2891421000,319333000,1215000,0,49535000,0.017131714821189997,0.11044154414040709,0.0004202086102300564,0.0
ACBI,2018-12-31,0.2625110372460452,0.1535718809960049,0.0881561425353696,2955440000,258935000,874000,0,49704000,0.016817800395203423,0.08761301193730883,0.0002957258479278889,0.0
ACBI,2019-12-31,0.1952452473416827,0.1527527220937533,0.1526975910810272,2910379000,466328000,278000,0,49873000,0.0171362561370873,0.1602293034687235,9.552020544403324e-05,0.0
ACC,2016-12-31,1.623528336857493,0.6172439067223805,0.0287551324606638,5865913000,22140000,0,66928000,2126396000,0.3625004325839814,0.0037743485114763893,0.0,0.011409647568929168
ACC,2017-12-31,2.6112093187696543,0.8679262608016964,0.0198101283075823,6897370000,41182000,0,67070000,3024710000,0.43853091830654295,0.005970681578630696,0.0,0.009723996247845193
ACC,2018-12-31,1.912805434451992,0.8697370420599986,0.033637829494598,7038846000,71238000,0,63176000,3027599000,0.43012718277967726,0.010120693079519,0.0,0.008975334877336427
ACC,2019-12-31,1.4578598154153155,1.032358265274036,0.0257897893449917,7559754000,54650000,0,64023000,3401286000,0.4499201958158956,0.007229071210518226,0.0,0.00846892636982632
ACCO,2016-12-31,1.6503444881889764,0.8857062226612107,0.1347537745167207,2064500000,42900000,210000000,391000000,627700000,0.30404456284814724,0.020779849842576897,0.10171954468394284,0.18939210462581738
ACCO,2017-12-31,1.5408618127786031,1.1486887998966542,0.1701330577444774,2799100000,76900000,254200000,469300000,889200000,0.3176735379229038,0.027473116358829625,0.09081490479082563,0.16766103390375478
ACCO,2018-12-31,1.468958611481976,1.0674939850576168,0.1351146004811954,2786400000,67000000,340600000,428400000,843000000,0.3025409130060293,0.024045363192650014,0.12223657766293425,0.15374677002583978
ACCO,2019-12-31,1.3688858695652173,1.0045237172030503,0.1380379992245056,2788600000,27800000,283300000,453700000,777200000,0.2787061607975328,0.009969160152047622,0.10159219680126229,0.16269812809294987
ACEL,2016-12-31,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0
ACEL,2017-12-31,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0
ACEL,2018-12-31,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0
ACEL,2019-12-31,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0
ACER,2016-12-31,2.8901366991340804,0.0,0.6578016696490595,2773104,1834018,0,0,0,0.0,0.6613592566308366,0.0,0.0
ACER,2017-12-31,8.128177005357061,0.0,-0.6355088306137435,24368741,15644355,0,0,0,0.0,0.6419845407688481,0.0,0.0
ACER,2018-12-31,7.660269833256903,0.0,-0.4720363866257994,50663419,41671284,0,0,0,0.0,0.822512274586127,0.0,0.0
ACER,2019-12-31,4.653449205518555,0.0,-1.601386116602458,21465511,12077640,0,0,0,0.0,0.5626532720325177,0.0,0.0
ACGL,2016-12-31,1.7233155745912432,0.3901195935521459,0.1085820235212094,29372109000,842942000,0,2848155000,2488908000,0.08473712255391672,0.028698722315105122,0.0,0.09696801138794629
ACGL,2017-12-31,2.1074902161012083,0.3253611626642432,0.0790458004549156,32051658000,606199000,0,3319199000,2549016000,0.0795283663640739,0.01891318695588228,0.0,0.10355779410849822
ACGL,2018-12-31,2.1371512333789284,0.2528006621841291,0.0875272681544331,32218329000,646556000,0,3414507000,2189210000,0.06794920990470983,0.020067955727933625,0.0,0.10598026359467619
ACGL,2019-12-31,1.2163216411317574,0.2198219134151463,0.1526791411811721,37885361000,726230000,0,3922310000,2355913000,0.06218531215790711,0.019169145570501492,0.0,0.1035310182209957
ACHC,2016-12-31,1.248091814562583,1.5006541423170108,0.0028338478514792,6024726000,57063000,4633000,326488000,3253004000,0.5399422313977432,0.009471468080042147,0.00076899762744397,0.05419134413747613
ACHC,2017-12-31,1.249506477401302,1.2457126688434823,0.0776700425322528,6424502000,67290000,4787000,360024000,3205058000,0.49888038014464,0.010473963585037408,0.0007451161195062279,0.05603920739693131
ACHC,2018-12-31,1.0817528345705936,1.3540331383739903,-0.0753222786371446,6172504000,50510000,5055000,352061000,3159375000,0.5118465698847664,0.008183064765936159,0.0008189545118156262,0.05703698207404969
ACHC,2019-12-31,1.1696269867292526,1.2395000999847927,0.0434756230689064,6879142000,124192000,4759000,378204000,3105420000,0.451425483003549,0.01805341421938957,0.0006918013903478079,0.054978367941816
ACHV,2016-12-31,0.0058574682720468,0.0,-2.0229508196721313,3807000,15000,0,0,0,0.0,0.003940110323089045,0.0,0.0
ACHV,2017-12-31,2.934923000496771,0.0,-1.3431907602487625,9892000,5284000,0,0,0,0.0,0.5341690254751313,0.0,0.0
ACHV,2018-12-31,4.751376146788991,0.0,-0.802873054043792,19084000,9515000,0,0,0,0.0,0.49858520226367636,0.0,0.0
ACHV,2019-12-31,6.041826420355525,0.0,-0.9083102493074792,21078000,16664000,0,0,0,0.0,0.7905873422525856,0.0,0.0
ACIA,2016-12-31,5.7318267466653445,0.0,0.3026184753734519,516936000,206402000,31681000,108127000,0,0.0,0.39927960134329976,0.061286116656607395,0.20916902672671278
ACIA,2017-12-31,5.223261626141593,0.0,0.0767015237526142,611250000,67495000,62232000,86602000,0,0.0,0.11042126789366054,0.10181104294478528,0.141680163599182
ACIA,2018-12-31,5.431213292025024,0.0,0.0097786671493673,601859000,60444000,25511000,90831000,0,0.0,0.10042883798364734,0.04238700426511857,0.15091740756555938
ACIA,2019-12-31,4.261244695898161,0.0,0.056773330244475,721415000,36617000,40820000,97948000,0,0.0,0.050757192462036416,0.056583242655059846,0.13577205907833909
ACIW,2016-12-31,1.0840272500704102,0.8680358238057959,0.1715883997843471,1902295000,75753000,0,272776000,655295000,0.3444760144982771,0.03982189933737933,0.0,0.14339311200418442
ACIW,2017-12-31,1.3108906029547955,0.8741114600240388,0.0067159562488474,1861639000,69710000,0,270766000,668343000,0.35900784201448294,0.03744549829478218,0.0,0.14544495468777782
ACIW,2018-12-31,1.9097734475085968,0.6276183398506627,0.0657498204117222,2122455000,148502000,0,348182000,657889000,0.3099660534616753,0.06996708999719664,0.0,0.16404682313641514
ACIW,2019-12-31,1.504005229185391,1.1918983546436712,0.0593485833227135,3257534000,121398000,0,359197000,1346807000,0.4134437276786674,0.037266840499592634,0.0,0.11026653904456561
ACLS,2016-12-31,5.043451844713079,0.0,0.0546077287731751,302231000,70791000,113853000,50573000,0,0.0,0.23422812352141242,0.37670854412684335,0.16733227233473733
ACLS,2017-12-31,4.28538095778627,0.0,0.3590367919459291,488218000,133407000,120544000,75302000,0,0.0,0.27325293209181145,0.24690609522795146,0.15423847543515395
ACLS,2018-12-31,4.668058872666094,0.0,0.1123704195309266,548441000,177993000,129000000,78727000,0,0.0,0.3245435698643975,0.23521217414452966,0.1435468901850883
ACLS,2019-12-31,5.4712658744028895,0.0,0.0406125499788997,548094000,139881000,140364000,83753000,0,0.0,0.25521352176816386,0.2560947574686094,0.15280773006090195
ACM,2016-09-30,1.131205846225538,1.0995675277204306,0.0285450712980791,13669936000,692145000,0,4578525000,3702157000,0.2708247500207755,0.05063264378121449,0.0,0.33493390166566983
ACM,2017-09-30,1.1978788103138922,0.9264244921206188,0.0849297544672014,14396956000,802362000,0,5183142000,3702109000,0.2571452604286628,0.05573136432451416,0.0,0.36001652015884467
ACM,2018-09-30,1.1627565367636827,0.851193076588529,0.0333435953068574,14681131000,886733000,0,5595637000,3483746000,0.23729411582799717,0.060399501918482985,0.0,0.38114481779367
ACM,2019-09-30,1.166037116238099,0.8903095343382713,-0.0707342160139772,14461591000,1080354000,0,5826741000,3285755000,0.22720563733271118,0.0747050583853464,0.0,0.4029114777205357
ACMR,2016-12-31,2.36375886109321,0.0,-0.4235825801150369,44467000,10119000,11666000,17789000,0,0.0,0.22756201227876852,0.2623518564328603,0.40004947489149256
ACMR,2017-12-31,2.8837145345372877,0.0,-0.0079785232205133,67891000,17681000,15388000,29253000,0,0.0,0.26043216332061686,0.22665743618447218,0.4308818547377414
ACMR,2018-12-31,2.08123103597746,0.0,0.1256402415717452,103047000,27124000,38764000,28155000,0,0.0,0.2632196958669345,0.3761778605878871,0.273224839151067
ACMR,2019-12-31,3.708197824380397,0.0,0.1941410384192517,217703000,58261000,44796000,33694000,0,0.0,0.26761689090182494,0.20576657188922523,0.15477049007133573
ACNB,2016-12-31,0.0206176134647566,0.4997459624690782,0.0905289811012735,1206320000,17728000,256000,0,60000000,0.049738046289541746,0.014695934743683269,0.00021221566416871146,0.0
ACNB,2017-12-31,0.0269035197295907,0.4488003845004741,0.0635724770403855,1595432000,32672000,436000,0,69100000,0.04331115334279367,0.020478466020488494,0.0002732802150138646,0.0
ACNB,2018-12-31,0.0294885652520195,0.3569470134473673,0.1293469016337867,1647724000,39025000,155000,0,60016000,0.0364235757930333,0.023684184972726015,9.406915235804054e-05,0.0
ACNB,2019-12-31,0.0798703809401064,0.2442854429177483,0.1251662128791236,1720253000,112080000,364000,0,46296000,0.02691232045518886,0.06515320711546499,0.0002115967825662853,0.0
ACOR,2016-12-31,1.8435101858675735,0.4878419658813238,-0.0521189802638017,1342335000,158537000,43135000,52239000,324030000,0.24139279688006346,0.118105390979152,0.0321343032849475,0.03891651487892367
ACOR,2017-12-31,3.0681994998610724,0.6432372347770233,-0.429547277143467,1197969000,307068000,37501000,81403000,334475000,0.27920171557026935,0.25632382807902376,0.03130381504028902,0.06795084013025379
ACOR,2018-12-31,3.765307723020762,0.5607018495611806,0.0550374765312108,1299666000,293564000,29014000,23430000,343140000,0.2640216794160961,0.22587649442241314,0.022324197139880556,0.01802770865745507
ACOR,2019-12-31,2.3281009434508304,0.7022360208480792,-0.8782124702400103,799718000,62085000,25221000,22083000,218269000,0.2729324586916888,0.07763361584958697,0.03153736692183995,0.02761348375302294
ACRE,2016-12-31,3.791298126045764,1.388252364394827,0.096260640671648,1373703000,47270000,0,1314140000,581718000,0.42346708131233607,0.034410640436833874,0.0,0.9566405547632931
ACRE,2017-12-31,2.485111550153696,1.5290741226709927,0.0725409738292339,1770219000,28343000,0,1727228000,640942000,0.36206932588566726,0.016011013326599703,0.0,0.9757143042753468
ACRE,2018-12-31,32.49143114237801,2.6334826956650463,0.0906888603270306,1603324000,11089000,0,1577298000,1120776000,0.6990327594422587,0.006916256477168682,0.0,0.9837674730746874
