stock,enddate,current_ratio,debt_to_equity,roe,totalassets,cash,inventory,netreceivables,longtermdebt
ABC,2018-09-30,0.9291231724274478,1.5380493340207255,0.565463525939504,37669838000,2492516000,11918508000,11314226000,4510828000
ABC,2019-09-30,0.9510082283756756,1.5125125177280205,0.29711346315298426,39171980000,3374194000,11060254000,12386879000,4354398000
ABCB,2016-12-31,0.05460213457400116,0.19211616909304388,0.11153445734077722,6892031000,160585000,23414000,0,124191000
ABCB,2017-12-31,0.08028383017031274,0.20025880103769023,0.09142314466878564,7856203000,286558000,17475000,0,161104000
ABCB,2018-12-31,0.08486781824927864,0.16405911503233775,0.08310313407450284,11443515000,618327000,16753000,0,238927000
ABCB,2019-12-31,0.15182852429294705,0.1624845824111125,0.06537179166352848,18242579000,512149000,19500000,0,401269000
ABEO,2016-12-31,8.368008678881388,0,-0.22072090254091908,111058000,69142000,0,0,0
ABEO,2017-12-31,25.07437132156233,0,-0.16060741454925984,178766000,137750000,0,0,0
ABEO,2018-12-31,4.36528446497003,0,-0.42277593345518294,174399000,18750000,0,0,0
ABEO,2019-12-31,3.420841838712178,0,-0.4275177940929216,223382000,129258000,0,0,0
ABG,2016-12-31,1.2059009865146166,3.2681444404719344,0.5977833392920987,2336100000,3400000,894900000,138400000,914100000
ABG,2017-12-31,1.2304857304857304,2.1818873668188736,0.3528665651953323,2356700000,4700000,826000000,128500000,860100000
ABG,2018-12-31,1.1915905777641371,1.8245984784446323,0.35502958579881655,2695400000,8300000,1067600000,145000000,863400000
ABG,2019-12-31,1.2851643945469127,1.3832585486616122,0.2853164165248337,2911300000,3500000,985000000,153300000,894000000
ABIO,2016-12-31,8.95033388981636,0,-0.740920969631432,24629000,7401000,0,0,0
ABIO,2017-12-31,5.941545893719807,0,-1.7995133819951339,12365000,8702000,0,0,0
ABIO,2018-12-31,8.546027742749054,0,-1.3151525198938991,6825000,6608000,0,0,0
ABIO,2019-12-31,9.157667386609072,0,-0.7203679369250986,8536000,8363000,0,0,0
ABM,2016-10-31,1.6610254691689008,0.2754620123203285,0.05872689938398357,2278800000,53500000,0,803700000,268300000
ABM,2017-10-31,1.630377408287147,0.8441520680380897,0.002762230137384604,3812600000,62800000,0,1038100000,1161300000
ABM,2018-10-31,1.477602523659306,0.6201017461845181,0.06723497868829918,3627500000,39100000,0,1014100000,902000000
ABM,2019-10-31,1.4133421985815602,0.4920881971465629,0.08261997405966277,3692600000,58500000,0,1085800000,758800000
ABMD,2017-03-31,4.696525273999167,0,0.1152827763780468,550414000,39040000,34931000,54055000,0
ABMD,2018-03-31,5.836789400344819,0,0.16267744124932562,786375000,42975000,50204000,70010000,0
ABMD,2019-03-31,6.388771486254457,0,0.27646361899475924,1054346000,121021000,80942000,90809000,0
ABMD,2020-03-31,4.821344353034841,0,0.1905354089196652,1216462000,192341000,90088000,84650000,0
ABR,2016-12-31,5.431126533799524,3.3067401076697083,0.10117898129746218,2970786000,138645000,0,1629076000,1645543000
ABR,2017-12-31,7.341538734537854,3.672372702728111,0.12104064375565916,3625945000,104374000,0,2436923000,2226622000
ABR,2018-12-31,7.89222430044545,3.6074682029846006,0.1438014436490364,4612175000,160063000,0,3019771000,2906667000
ABR,2019-12-31,3.449723063681743,2.8915203874682796,0.11745680110381707,6239160000,299687000,0,3949407000,3166530000
ABT,2016-12-31,4.020420420420421,1.0069627032817217,0.0681663258350375,52666000000,18620000000,2434000000,3248000000,20681000000
ABT,2017-12-31,2.2606597845601435,0.8806680260219438,0.01543839207690067,76250000000,9407000000,3601000000,5249000000,27210000000
ABTX,2016-12-31,0.08174104021025753,1.0534206284821865,0.08166408760011007,2450948000,142098000,1789000,0,294765000
ABTX,2017-12-31,0.08799259815839001,1.0793932185162856,0.057458491519071904,2860231000,182103000,570000,0,331228000
ABTX,2018-12-31,0.07818821023269823,0.3903246731077806,0.05307233166046453,4655249000,241247000,630000,0,274392000
ABTX,2019-12-31,0.090804000889261,0.2582209293316335,0.07460432617469519,4992654000,346248000,8337000,0,183302000
ABUS,2016-12-31,12.523760037789325,0,-1.8923868870224871,275919000,23413000,0,694000,0
ABUS,2017-12-31,8.844328980652218,0,-0.6361526229718222,237161000,54292000,0,870000,0
ABUS,2018-12-31,11.498264970193077,0,-0.7700612702097223,227905000,36942000,0,1431000,0
ABUS,2019-12-31,11.986203372508943,0,2.381788320602408,105535000,31799000,0,1204000,0
ACA,2016-12-31,2.4994047619047617,0,0.09166790877925175,1526300000,14000000,263700000,132900000,0
ACA,2017-12-31,2.462952326249282,0,0.06371191135734072,1602500000,6800000,246800000,165300000,0
ACA,2018-12-31,3.1856801909307877,0,0.04493915108340754,2172200000,99400000,252500000,291400000,0
ACA,2019-12-31,2.6661971830985913,0,0.06328194816800715,2302500000,240400000,283300000,200000000,0
ACAD,2016-12-31,12.865962193260538,0,-0.5235093391151037,561153000,163620000,4175000,7140000,0
ACAD,2017-12-31,7.617315929023047,0,-0.8631552261508866,384506000,69418000,5248000,18430000,0
ACAD,2018-12-31,8.832468731637707,0,-0.5117986803846547,540202000,134758000,4070000,27789000,0
ACAD,2019-12-31,10.160238419800605,0,-0.3365001036995716,783183000,189680000,6341000,37874000,0
ACBI,2016-12-31,0.09627926220526246,0.162571050326354,0.044112126141909645,2727543000,154829000,1872000,0,49366000
ACBI,2017-12-31,0.309993487187201,0.160606306233282,-0.012080732755126854,2891421000,319333000,1215000,0,49535000
ACBI,2018-12-31,0.26251103724604524,0.15357188099600497,0.08815614253536967,2955440000,258935000,874000,0,49704000
ACBI,2019-12-31,0.19524524734168278,0.15275272209375335,0.15269759108102726,2910379000,466328000,278000,0,49873000
ACC,2016-12-31,1.6235283368574933,0.6172439067223805,0.028755132460663836,5865913000,22140000,0,66928000,2126396000
ACC,2017-12-31,2.6112093187696543,0.8679262608016964,0.019810128307582386,6897370000,41182000,0,67070000,3024710000
ACC,2018-12-31,1.9128054344519922,0.8697370420599986,0.03363782949459804,7038846000,71238000,0,63176000,3027599000
ACC,2019-12-31,1.4578598154153155,1.032358265274036,0.025789789344991737,7559754000,54650000,0,64023000,3401286000
ACCO,2016-12-31,1.6503444881889764,0.8857062226612107,0.13475377451672077,2064500000,42900000,210000000,391000000,627700000
ACCO,2017-12-31,1.5408618127786033,1.1486887998966542,0.17013305774447746,2799100000,76900000,254200000,469300000,889200000
ACCO,2018-12-31,1.468958611481976,1.0674939850576168,0.1351146004811954,2786400000,67000000,340600000,428400000,843000000
ACCO,2019-12-31,1.3688858695652173,1.0045237172030503,0.13803799922450563,2788600000,27800000,283300000,453700000,777200000
ACEL,2016-12-31,0,0,0,0,0,0,0,0
ACEL,2017-12-31,0,0,0,0,0,0,0,0
ACEL,2018-12-31,0,0,0,0,0,0,0,0
ACEL,2019-12-31,0,0,0,0,0,0,0,0
ACER,2016-12-31,2.8901366991340804,0,0.6578016696490595,2773104,1834018,0,0,0
ACER,2017-12-31,8.128177005357061,0,-0.6355088306137435,24368741,15644355,0,0,0
ACER,2018-12-31,7.660269833256903,0,-0.4720363866257994,50663419,41671284,0,0,0
ACER,2019-12-31,4.653449205518555,0,-1.601386116602458,21465511,12077640,0,0,0
ACGL,2016-12-31,1.7233155745912432,0.3901195935521459,0.10858202352120948,29372109000,842942000,0,2848155000,2488908000
ACGL,2017-12-31,2.1074902161012083,0.3253611626642432,0.07904580045491562,32051658000,606199000,0,3319199000,2549016000
ACGL,2018-12-31,2.1371512333789284,0.2528006621841291,0.08752726815443311,32218329000,646556000,0,3414507000,2189210000
ACGL,2019-12-31,1.2163216411317574,0.21982191341514631,0.15267914118117212,37885361000,726230000,0,3922310000,2355913000
ACHC,2016-12-31,1.248091814562583,1.5006541423170108,0.0028338478514792474,6024726000,57063000,4633000,326488000,3253004000
ACHC,2017-12-31,1.249506477401302,1.2457126688434825,0.07767004253225288,6424502000,67290000,4787000,360024000,3205058000
ACHC,2018-12-31,1.0817528345705936,1.3540331383739903,-0.07532227863714462,6172504000,50510000,5055000,352061000,3159375000
ACHC,2019-12-31,1.1696269867292526,1.2395000999847927,0.04347562306890648,6879142000,124192000,4759000,378204000,3105420000
ACHV,2016-12-31,0.00585746827204686,0,-2.0229508196721313,3807000,15000,0,0,0
ACHV,2017-12-31,2.934923000496771,0,-1.3431907602487625,9892000,5284000,0,0,0
ACHV,2018-12-31,4.751376146788991,0,-0.802873054043792,19084000,9515000,0,0,0
ACHV,2019-12-31,6.041826420355525,0,-0.9083102493074793,21078000,16664000,0,0,0
ACIA,2016-12-31,5.7318267466653445,0,0.3026184753734519,516936000,206402000,31681000,108127000,0
ACIA,2017-12-31,5.223261626141593,0,0.07670152375261428,611250000,67495000,62232000,86602000,0
ACIA,2018-12-31,5.431213292025024,0,0.00977866714936735,601859000,60444000,25511000,90831000,0
ACIA,2019-12-31,4.261244695898161,0,0.05677333024447506,721415000,36617000,40820000,97948000,0
ACIW,2016-12-31,1.0840272500704102,0.8680358238057959,0.17158839978434715,1902295000,75753000,0,272776000,655295000
ACIW,2017-12-31,1.3108906029547955,0.8741114600240388,0.006715956248847432,1861639000,69710000,0,270766000,668343000
ACIW,2018-12-31,1.9097734475085968,0.6276183398506627,0.06574982041172223,2122455000,148502000,0,348182000,657889000
ACIW,2019-12-31,1.504005229185391,1.1918983546436712,0.05934858332271356,3257534000,121398000,0,359197000,1346807000
ACLS,2016-12-31,5.043451844713079,0,0.05460772877317515,302231000,70791000,113853000,50573000,0
ACLS,2017-12-31,4.28538095778627,0,0.35903679194592913,488218000,133407000,120544000,75302000,0
ACLS,2018-12-31,4.668058872666094,0,0.11237041953092666,548441000,177993000,129000000,78727000,0
ACLS,2019-12-31,5.4712658744028895,0,0.040612549978899785,548094000,139881000,140364000,83753000,0
ACM,2016-09-30,1.1312058462255379,1.0995675277204306,0.028545071298079164,13669936000,692145000,0,4578525000,3702157000
ACM,2017-09-30,1.1978788103138922,0.9264244921206188,0.08492975446720148,14396956000,802362000,0,5183142000,3702109000
ACM,2018-09-30,1.1627565367636827,0.851193076588529,0.03334359530685744,14681131000,886733000,0,5595637000,3483746000
ACM,2019-09-30,1.166037116238099,0.8903095343382713,-0.07073421601397722,14461591000,1080354000,0,5826741000,3285755000
ACMR,2016-12-31,2.36375886109321,0,-0.42358258011503697,44467000,10119000,11666000,17789000,0
ACMR,2017-12-31,2.8837145345372877,0,-0.007978523220513335,67891000,17681000,15388000,29253000,0
ACMR,2018-12-31,2.08123103597746,0,0.12564024157174528,103047000,27124000,38764000,28155000,0
ACMR,2019-12-31,3.708197824380397,0,0.19414103841925176,217703000,58261000,44796000,33694000,0
ACNB,2016-12-31,0.02061761346475664,0.4997459624690782,0.09052898110127353,1206320000,17728000,256000,0,60000000
ACNB,2017-12-31,0.02690351972959071,0.4488003845004741,0.06357247704038554,1595432000,32672000,436000,0,69100000
ACNB,2018-12-31,0.02948856525201957,0.35694701344736735,0.12934690163378673,1647724000,39025000,155000,0,60016000
ACNB,2019-12-31,0.07987038094010641,0.24428544291774837,0.12516621287912366,1720253000,112080000,364000,0,46296000
ACOR,2016-12-31,1.8435101858675735,0.48784196588132384,-0.05211898026380171,1342335000,158537000,43135000,52239000,324030000
ACOR,2017-12-31,3.0681994998610724,0.6432372347770233,-0.429547277143467,1197969000,307068000,37501000,81403000,334475000
ACOR,2018-12-31,3.765307723020762,0.5607018495611806,0.055037476531210834,1299666000,293564000,29014000,23430000,343140000
ACOR,2019-12-31,2.3281009434508304,0.7022360208480792,-0.8782124702400103,799718000,62085000,25221000,22083000,218269000
ACRE,2016-12-31,3.7912981260457643,1.388252364394827,0.09626064067164802,1373703000,47270000,0,1314140000,581718000
ACRE,2017-12-31,2.4851115501536962,1.5290741226709927,0.07254097382923397,1770219000,28343000,0,1727228000,640942000
ACRE,2018-12-31,32.49143114237801,2.6334826956650463,0.09068886032703066,1603324000,11089000,0,1577298000,1120776000
ACRE,2019-12-31,2.3897287892178523,1.4647686465465275,0.08676428851219335,1784134000,5256000,0,1724911000,624488000
ACRS,2016-12-31,22.26514542825004,0,-0.28366865301787714,176085000,30171000,0,0,0
ACRS,2017-12-31,15.68884187431437,0,-0.3041924514565262,243509000,20202000,0,0,0
ACRS,2018-12-31,6.56495501426377,0,-0.6170301779438835,275566000,57019000,0,0,0
ACRS,2019-12-31,3.7358684022824535,0,-2.3079585764961665,98297000,35937000,0,0,0
ACRX,2016-12-31,8.738396624472573,-3.492036724751733,8.086378115045905,99993000,80310000,2154000,5833000,18637000
ACRX,2017-12-31,4.642240117130307,-0.3114026678353283,1.4108302062505136,75552000,52902000,956000,1533000,11369000
ACRX,2018-12-31,6.7801356102461074,0.7947331295556078,-11.086056901011052,120533000,87975000,854000,401000,3380000
ACRX,2019-12-31,5.266916464624201,-0.4953643343473852,1.2854314549229804,91356000,14684000,3295000,598000,20517000
ACTG,2016-12-31,6.6861764392891345,0,-0.20357394319794872,296003000,127540000,0,26750000,0
ACTG,2017-12-31,14.617034634299467,0,0.07536501744812284,308768000,136604000,0,153000,0
ACTG,2018-12-31,6.491767359432898,0,-0.5545558705971182,223949000,128809000,0,32884000,0
ACTG,2019-12-31,14.661971830985916,0,-0.09885920577617328,218161000,57359000,0,511000,0
ACTT,2019-12-31,54.17041605581113,0,0.786427384430708,305392570,1005831,0,0,0
ACU,2016-12-31,5.067298202741583,0.7141285973873657,0.12686370566257243,92066092,5910770,37237861,20020984,32935858
ACU,2017-12-31,4.636702583827381,0.9444003686732064,0.08115021763089278,114729806,9338269,40086871,26012368,47161459
ACU,2018-12-31,5.4615672630417755,0.8355731976499229,0.0878681091150186,109477786,4409042,41332137,25101663,43727560
ACU,2019-12-31,4.410880893535921,0.653768915207062,0.09897872508025808,110748853,6821883,39261105,25484865,36418185
ACY,2016-12-31,11.245848328491522,2.9608778311631476,0.028745747078837276,218736100,2194400,0,21514400,125837900
ACY,2017-12-31,17.408326661329063,3.0738514610475294,0.15621100899999366,236409900,8657800,0,27386100,145598200
ACY,2018-12-31,15.41188435275316,3.175075506383226,-0.19572804623146248,217152200,1542500,0,19218100,131092200
ACY,2019-12-31,11.371612718418792,4.799876174834255,-0.7162296956824572,149595800,2350200,0,9941800,111638400
ADAP,2016-12-31,4.935460640675441,0,-0.43083025363845384,234515000,158779000,1192000,7727000,0
ADAP,2017-12-31,3.0974378986462847,0,-0.3455346234185946,281147000,84043000,3760000,11660000,0
ADAP,2018-12-31,9.456766378851741,0,-0.3868764809526703,276736000,68379000,1087000,18156000,0
ADAP,2019-12-31,3.5086048746396434,0,-1.1094081107750045,181543000,50412000,1459000,20671000,0
ADBE,2016-12-02,2.0770028826643574,0.25484741411762013,0.15741521528761246,12697246000,1011315000,0,833033000,1892200000
ADBE,2017-12-01,2.0546850039561075,0.222518693847387,0.2002340698183388,14535556000,2306072000,0,1217968000,1882479000
ADC,2016-12-31,2.2196196771566794,0.5899399395002475,0.066060693023787,1141972000,33395000,0,11535000,402916000
ADC,2017-12-31,2.5346826424870468,0.5720560252943617,0.06395344358347062,1494634000,50807000,0,15477000,519805000
ADC,2018-12-31,1.8446545028211327,0.5837380417854904,0.04706186922314584,2028189000,53955000,0,21547000,721544000
ADC,2019-12-31,1.3191647618010958,0.5210595200111761,0.047403972341713965,2664530000,15603000,0,26808000,880242000
ADCT,2017-12-31,12.905728330169854,0,-0.3606511321769423,271949000,262752000,0,1531000,0
ADCT,2018-12-31,6.355909456920462,0,-0.9750718851738314,150558000,138807000,0,741000,0
ADCT,2019-12-31,6.147821290678434,0,-1.047932635215373,137682000,115551000,0,1362000,0
ADES,2016-12-31,1.6409261524187087,0,1.28245257007812,107296000,13208000,16000,10607000,0
ADES,2017-12-31,5.363186972957255,0,0.3794568102920155,82618000,30693000,74000,4360000,0
ADES,2018-12-31,1.468012475748422,0,0.521789041458784,159664000,18577000,21791000,13838000,0
ADES,2019-12-31,1.1967542543179102,0,0.3281590514534776,173799000,12080000,15460000,11676000,0
ADI,2016-10-29,6.354128189604743,0.33532812530853034,0.16680753396786213,7970278000,921132000,376555000,477609000,1732177000
ADI,2017-10-28,1.4729630177181188,0.7431042932468898,0.07925757316312292,21141294000,1047838000,550816000,688953000,7551084000
ADI,2018-11-03,2.0082053876023536,0.556050568268698,0.13373774080323403,20438366000,816591000,586760000,639717000,6265674000
ADI,2019-11-02,1.3158450834928597,0.4434339938858271,0.1164052537204117,21392641000,648322000,609886000,635136000,5192252000
ADIL,2016-12-31,0.5545194671769554,0,4.060177983051994,151526,87993,0,0,0
ADIL,2017-12-31,0.0264005681625503,0,1.1422510884133474,34546,18248,0,0,0
ADIL,2018-12-31,18.190011396497322,0,-2.618906444516045,4699285,3869043,0,0,0
ADIL,2019-12-31,14.235141016341682,0,-1.2031826239471102,7679637,6777052,0,0,0
ADM,2016-12-31,1.5975859713049418,0.3787340592791009,0.07447737727828568,39769000000,619000000,8831000000,4945000000,6504000000
ADM,2017-12-31,1.585123309466985,0.36165565445312076,0.08709659804510457,39963000000,804000000,9173000000,4069000000,6623000000
ADM,2018-12-31,1.7483016304347827,0.40556345819503714,0.095358516411148,40833000000,1997000000,8813000000,4223000000,7698000000
ADM,2019-12-31,1.554317751565458,0.39941690962099125,0.07179300291545189,43997000000,852000000,9170000000,5652000000,7672000000
ADMA,2016-12-31,1.929734138202371,-2.764396618372445,4.37828222796865,23685085,9914867,5020146,1018027,12321640
ADMA,2017-12-31,6.603851111784591,0.9969775683819482,-1.084948767573712,108018833,43107574,12628181,3880154,40210854
ADMA,2018-12-31,4.62643243471252,2.0897369092176916,-3.3253408447501265,88876521,22754852,18616169,1392441,41315014
ADMA,2019-12-31,6.1178382954589114,3.176373180635898,-1.8432039996412803,127090725,26752135,53064734,3469919,83199216
ADMP,2016-12-31,0.8210778541304046,0,-0.768884570114366,37786412,4090651,942067,805372,0
ADMP,2017-12-31,2.442261864865151,0,-0.6457801462161284,51403158,17323241,1824558,830090,0
ADMP,2018-12-31,2.2316879441217963,0,-0.8354093823335254,58358047,19271642,3279032,1155166,0
ADMP,2019-12-31,1.3591629645670946,0,-0.813235579280147,47840517,8810636,2061097,1877655,0
ADMS,2016-12-31,12.007287283177666,0,-0.4543549473078989,142473000,23735000,0,962000,0
ADMS,2017-12-31,10.789125067742518,0,-1.3533254695581163,186176000,91316000,0,1374000,0
ADMS,2018-12-31,9.407357060471247,0,-1.4574066863214108,234814000,56605000,0,6351000,0
ADMS,2019-12-31,5.5781505120973724,0,117.78947368421052,162158000,65774000,0,7029000,0
ADNT,2016-09-30,1.3359154929577466,0.8242337164750958,-0.3702107279693487,12956000000,105000000,660000000,2423000000,3442000000
ADNT,2017-09-30,1.0395101663585953,0.8039261509698528,0.20495442860481422,13170000000,709000000,735000000,2656000000,3440000000
ADNT,2018-09-30,1.0279103053435115,1.4297658862876255,-0.7044314381270903,10942000000,687000000,824000000,2609000000,3420000000
ADNT,2019-09-30,1.0732724902216428,2.0064935064935066,-0.2656926406926407,10342000000,924000000,793000000,2277000000,3708000000
ADP,2016-06-30,1.1019041827301284,0.44798732595501606,0.333028382720457,43670000000,3191100000,0,1742800000,2007700000
ADP,2017-06-30,1.0953451011037736,0.5034950968066382,0.44953482524515964,37180000000,2780400000,0,1703600000,2002400000
ADP,2018-06-30,1.0463819391241158,0.4228129816930256,0.398002491606664,38849100000,2170000000,0,1984200000,2002400000
ADPT,2017-12-31,9.772270628005524,0,0.19068543647825623,362489000,85305000,4792000,5582000,0
ADPT,2018-12-31,7.926228070175439,0,0.17994901438135383,332688000,55030000,7838000,4807000,0
ADPT,2019-12-31,7.8236052762632005,0,-0.1201424070860309,912302000,96576000,9069000,12676000,0
ADRO,2016-12-31,11.581483416035518,0,-0.4011442654695889,438611000,74932000,0,1138000,0
ADRO,2017-12-31,8.457066254438299,0,-0.3868355560421606,445128000,157614000,0,18484000,0
ADRO,2018-12-31,9.272733230658321,0,-0.7047246713127536,357504000,126310000,0,12037000,0
ADRO,2019-12-31,10.087588537567704,0,-1.2557664456132327,291313000,59624000,0,342000,0
ADS,2016-12-31,2.1224660057424565,6.092932095042817,0.31106018574357736,25514100000,1859200000,271300000,797200000,10103300000
ADS,2017-12-31,2.43484088422837,7.23101385220719,0.42510645178677303,30684800000,4190000000,234100000,822300000,13415700000
ADS,2018-12-31,2.1518373389063044,4.511213069765447,0.4129754298700742,30387700000,3817400000,248000000,404000000,10520600000
ADS,2019-12-31,2.031056266846361,4.4082981804445005,0.17502990618900713,26494800000,3874400000,218000000,451100000,7001700000
ADSK,2017-01-31,1.1259266038253866,1.4885496183206106,-0.7934841875681571,4798100000,1213100000,0,452300000,1092000000
ADSK,2018-01-31,0.8844668425018839,-6.1953125,2.214453125,4113600000,1078000000,0,438200000,1586000000
ADSK,2019-01-31,0.7039805318964019,-9.89900426742532,0.3831199620673305,4729200000,886000000,0,474300000,2087700000
ADSK,2020-01-31,0.8260748011928429,-11.754852624011502,-1.5420560747663552,6179300000,1774700000,0,652300000,1635100000
ADSW,2016-12-31,0.6614294516327788,2.274864376130199,-0.03664858348402652,3369900000,1200000,7800000,184900000,1887000000
ADSW,2017-12-31,0.6634119880661785,2.058218403798327,0.04329640515487226,3493300000,6800000,8800000,206700000,1820700000
ADSW,2018-12-31,0.653416149068323,1.917608337904553,0.010312671420735052,3528300000,6800000,9300000,217800000,1747900000
ADSW,2019-12-31,0.6295767950546838,1.9178037686809617,-0.007147498375568551,3543500000,12500000,9300000,213600000,1770900000
ADT,2016-12-31,0.45552872068022693,2.646617481949952,-0.1410224400889782,17176481000,75891000,108889000,135218000,10070316000
ADT,2017-12-31,0.5086582791447049,3.134884326523574,0.09980070559888521,17014820000,122899000,106924000,148822000,10762409000
ADT,2018-12-31,0.8434819109324536,2.3480944090910705,-0.144185352933449,17208608000,363177000,115315000,245714000,9920241000
ADT,2019-12-31,0.5586026249231957,3.032084221395196,-0.13319750317880874,16083652000,48736000,138402000,287243000,9655275000
ADTN,2016-12-31,2.7889674793535386,0,0.07346767684983015,667235000,79895000,105117000,108084000,0
ADTN,2017-12-31,3.8674567956711416,0,0.04788004281889735,669094000,86433000,122542000,170728000,0
